Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/kb/[id]/search,1064,0,8300,7804.87253117866,858.3571990020573,9250.29906599957,12337.503759398496,11.940410879853586,0.0,8300,8300,8400,8400,8500,8500,8600,8700,8800,9300,9300
,Aggregated,1064,0,8300,7804.87253117866,858.3571990020573,9250.29906599957,12337.503759398496,11.940410879853586,0.0,8300,8300,8400,8400,8500,8500,8600,8700,8800,9300,9300
