Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/kb/[id]/search,2449,0,110,361.8727655532967,47.368740997626446,1187.8783739957726,12719.18252347897,27.485990706817034,0.0,110,730,770,790,840,860,940,980,1100,1200,1200
,Aggregated,2449,0,110,361.8727655532967,47.368740997626446,1187.8783739957726,12719.18252347897,27.485990706817034,0.0,110,730,770,790,840,860,940,980,1100,1200,1200
