Method,Name,Error,Occurrences,First Seen,Last Seen
POST,/api/kb/[id]/search,HTTPError('500 Server Error: Internal Server Error for url: /api/kb/[id]/search'),1,2026-07-06T05:01:05Z,2026-07-06T05:01:05Z
