Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/kb/[id]/search,2554,0,3300,3338.712254406361,316.4324329991359,4843.082209001295,12644.378230227096,28.675670465118372,0.0,3300,3600,3700,3800,4000,4200,4300,4400,4700,4800,4800
,Aggregated,2554,0,3300,3338.712254406361,316.4324329991359,4843.082209001295,12644.378230227096,28.675670465118372,0.0,3300,3600,3700,3800,4000,4200,4300,4400,4700,4800,4800
